DrugName,binding_energy,TPSA,molecular_weight,XLogPs-AA,HBD,HBA,n_ROTB,n_benzene_ring,n_single_bond,n_double_bond,n_h,n_c,n_n,n_o,n_f
CCc1cccc(c1)NC(=O)C(c2cccnc2)N(c3ccc(cc3)C(C)OC)C(=O)C=C,7.00436480540245,71.53,443.54700000000025,5.250400000000004,1,4,9,3,14,3,29,27,3,3,0
CCc1cccc(c1)NC(=O)C(c2cccnc2)N(c3ccc4c(c3)scn4)C(=O)C=C,7.494434734580738,75.19,442.5440000000002,5.152700000000004,1,5,7,4,10,3,22,25,4,2,0
CCc1ccccc1N(CC)C(=O)Nc2cn(c(=O)c3c2cccc3)C,7.00436480540245,54.34,349.4340000000001,4.159300000000003,1,3,4,3,9,2,23,21,3,2,0
CCn1c2ccc(cc2nc1CSc3nc(c(n3CC4CCCO4)C)C)S(=O)(=O)N(C)C,7.00436480540245,82.25,477.6560000000003,3.591140000000002,0,8,8,3,18,2,31,22,5,3,0
CN(C)C(=O)C(CNC(=O)[C@@H](c1ccccc1)N2Cc3ccccc3C2=O)c4ccccc4,7.00436480540245,69.72,441.53100000000023,3.371900000000002,1,3,7,3,15,3,27,27,3,3,0
CN(C)C(=O)C[C@@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,8.723320310943755,71.53,423.90000000000015,4.025500000000003,1,4,4,3,14,2,22,23,3,3,0
CN(C)CCCN(Cc1cccs1)C(=O)Cc2cncc3c2cccc3,7.00436480540245,36.44,367.5180000000001,3.819300000000003,0,4,8,3,11,1,25,21,3,1,0
CN(C)CCNC(=O)[C@@H](Cc1ccccc1)NC(=O)C=C,7.00436480540245,61.440000000000005,289.3790000000001,0.5777000000000005,2,3,8,1,12,3,23,16,3,2,0
CN(C)S(=O)(=O)c1cccc(c1)C(=O)Nc2c(nc3n2ccs3)c4ccccc4,7.00436480540245,83.78,426.5230000000001,3.565400000000002,1,6,5,4,8,3,18,20,4,3,0
CN(C)c1cc(cnc1)CN(c2cccc(c2)Cl)C(=O)c3cc(=O)[nH]c4c3cccc4,7.00436480540245,69.30000000000001,432.9110000000002,4.489500000000003,1,4,5,4,9,2,21,24,4,2,0
CN(C)c1ccc(cc1)C(Cc2ccsc2)C(=O)Nc3nnc4n3cccc4,7.00436480540245,62.53,391.50000000000006,3.8218000000000023,1,6,6,4,9,1,21,21,5,1,0
CN(C)c1ccc(cc1)C(Cc2ccsc2)C(=O)Nn3cnc4c3cccc4,7.00436480540245,50.160000000000004,390.51200000000006,4.260400000000003,1,5,6,4,9,1,22,22,4,1,0
CN(C)c1ccc(cc1)N(Cc2cccc(c2)Cl)C(=O)Cn3c4ccccc4nn3,9.407277708588774,54.260000000000005,419.91600000000017,4.384100000000004,0,5,6,4,10,1,22,23,5,1,0
CN(C)c1ccc(cc1)N(Cc2ccccc2)C(=O)Cn3c4ccccc4nn3,8.805481416394077,54.260000000000005,385.47100000000006,3.7307000000000023,0,5,6,4,9,1,23,23,5,1,0
CN(C)c1ccc(cc1)N(Cc2ccn[nH]2)C(=O)Cn3c4ccccc4nn3,7.042117127849492,82.94,375.43600000000004,2.4538,1,6,6,4,9,1,21,20,7,1,0
CN(C)c1ccc(cc1)N(Cc2ccsc2)C(=O)Cc3cncc4c3cccc4,9.078724310677956,36.44,401.53500000000014,5.138200000000005,0,4,6,4,9,1,23,24,3,1,0
CN(C)c1ccc(cc1)N(Cc2ccsc2)C(=O)Cn3c4ccccc4nn3,8.270120225906924,54.260000000000005,391.5000000000001,3.792200000000003,0,6,6,4,9,1,21,21,5,1,0
CN(C)c1ccc(cc1)N(Cc2cscn2)C(=O)Cn3c4ccccc4nn3,7.844755742421664,67.15,392.4880000000001,3.1872000000000016,0,7,6,4,9,1,20,20,6,1,0
CN(C)c1ccc(nc1)N(Cc2cccc(c2)Cl)C(=O)Cc3cncc4c3cccc4,9.472663307053642,49.330000000000005,430.93900000000014,5.125100000000004,0,4,6,4,10,1,23,25,4,1,0
CN(Cc1cccc(c1)Cl)C(=O)Cn2c3ccccc3nn2,7.00436480540245,51.02,314.77599999999995,2.7433000000000005,0,4,4,3,7,1,15,16,4,1,0
CN(c1cncc2c1cccc2)C(=O)Cc3cccc(c3)Cl,7.317011124311331,33.2,310.784,4.093700000000003,0,2,3,3,6,1,15,18,2,1,0
CN1CCC(c2c1ccc(c2)Cl)C(=O)Nc3cncc4c3cccc4,9.243987564470553,45.230000000000004,351.83700000000005,4.450400000000003,1,3,2,3,10,1,18,20,3,1,0
CN1CCN(CC1)c2ccc(cc2C(=O)N3CCC(CC3)C4CCNC4)F,7.00436480540245,38.82,374.50400000000013,2.0391999999999992,1,4,3,1,23,1,31,21,4,1,1
CN1CC[C@@H](c2c1ccc(c2)Cl)C(=O)Nc3cncc4c3cccc4,9.612393551951657,45.230000000000004,351.83700000000005,4.450400000000003,1,3,2,3,10,1,18,20,3,1,0
CNC(=O)C(c1cccnc1)N(Cc2ccccc2Cl)C(=O)C=C,7.00436480540245,62.300000000000004,343.8140000000001,2.736900000000001,1,3,6,2,10,3,18,18,3,2,0
CNC(=O)Nc1ccc(cc1)N(Cc2ccsc2)C(=O)Cn3c4ccccc4nn3,7.814535457212973,92.15,420.49800000000016,3.477500000000002,2,6,6,4,10,2,20,21,6,2,0
CNCC1CCCN(C1)C(=O)[C@@H](c2ccccc2)N3Cc4ccccc4C3=O,7.00436480540245,52.650000000000006,377.48800000000017,2.8417000000000003,1,3,5,2,17,2,27,23,3,2,0
CNS(=O)(=O)c1ccccc1CNC(=O)C=C,7.00436480540245,75.27000000000001,254.31099999999998,0.39689999999999986,2,3,5,1,7,4,14,11,2,3,0
CNc1ccc(cc1)N(Cc2ccsc2)C(=O)Cn3c4ccccc4nn3,7.728695746519753,63.050000000000004,377.4730000000001,3.767900000000002,1,6,6,4,8,1,19,20,5,1,0
CNc1ccc(cc1)N(c2cccc(c2)Cl)C(=O)Cn3c4ccccc4nn3,7.976349351315585,63.050000000000004,391.86200000000014,4.491300000000003,1,5,5,4,8,1,18,21,5,1,0
COC(=O)/C=C/C(=O)N(c1cncc2c1cccc2)C(=O)[C@@H]3CCOc4c3cc(cc4)Cl,9.202835927595771,85.80000000000001,450.87800000000027,4.043300000000003,0,6,4,3,14,4,19,24,2,5,0
COC(=O)C(c1ccccc1Cl)N2CCC(/C(=C/C(=O)O)/C2)S,7.00436480540245,66.84,355.843,2.569200000000001,2,5,4,1,15,3,18,16,1,4,0
COC(=O)c1c(c2cc(ccc2[nH]c1=O)F)NCCCc3ccccc3,7.163983128719824,71.19,354.38100000000014,3.4985000000000026,2,4,6,3,9,2,19,20,2,3,1
COC(=O)c1cc(cc2c1NC(=O)C2=O)Br,7.373326969873041,72.47,284.06499999999994,1.3704999999999998,1,4,1,1,8,3,6,10,1,4,0
COC(c1ccc(c(c1)Cl)Cl)C(=O)Nc2cncc3c2cccc3,9.017450464769937,51.22,361.22800000000007,4.867800000000003,1,3,4,3,8,1,14,18,2,2,0
COC1(CCOc2c1cc(c(c2)Cl)Cl)C(=O)Nc3cncc4c3cccc4,9.127577610910793,60.45,403.2650000000001,4.8045000000000035,1,4,3,3,12,1,16,20,2,3,0
COC1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,9.627721416311104,60.45,368.82000000000005,4.151100000000003,1,4,3,3,11,1,17,20,2,3,0
COCC1(CCOc2c1cc(c(c2)Cl)Cl)C(=O)Nc3cncc4c3cccc4,7.755477215520436,60.45,417.29200000000014,4.847000000000004,1,4,4,3,13,1,18,21,2,3,0
COCCCNCC1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,7.647579456041038,72.48,439.94300000000015,4.173300000000003,2,5,8,3,16,1,26,24,3,3,0
COCCN1CCC(c2c1ccc(c2)Cl)C(=O)Nc3cncc4c3cccc4,9.00530282000282,54.46,395.8900000000001,4.467000000000003,1,4,5,3,13,1,22,22,3,2,0
COCCNC(=O)[C@@H](c1ccccc1)N2Cc3ccccc3C2=O,7.00436480540245,58.64,324.38000000000005,2.146299999999999,1,3,6,2,12,2,20,19,2,3,0
COCCOC(c1ccc(c(c1)Cl)Cl)C(=O)Nc2cncc3c2cccc3,9.011161657339027,60.45,405.28100000000006,4.884400000000004,1,4,7,3,11,1,18,20,2,3,0
COCCc1ccc(cc1CN2CCN(CC2)C(=O)CCl)Cl,8.616640066851136,32.78,345.27,2.4119,0,3,6,1,16,1,22,16,2,2,0
COCc1cc(cc(c1)Cl)CN2CCN(CC2)C(=O)CCl,8.883257228787283,32.78,331.24300000000005,2.3694000000000006,0,3,5,1,15,1,20,15,2,2,0
CO[C@@]1(CCOc2c1cc(c(c2)Cl)Cl)C(=O)Nc3cncc4c3cccc4,9.33464180733379,60.45,403.2650000000001,4.8045000000000035,1,4,3,3,12,1,16,20,2,3,0
CO[C@]1(CCOc2c1cc(c(c2)Cl)Cl)C(=O)Nc3cncc4c3cccc4,7.152115274437004,60.45,403.2650000000001,4.8045000000000035,1,4,3,3,12,1,16,20,2,3,0
CO[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,9.75929899967806,60.45,368.82000000000005,4.151100000000003,1,4,3,3,11,1,17,20,2,3,0
COc1c(cccc1Cl)OCCNC(=O)c2cc(=O)[nH]c3c2cccc3,7.781371787795743,80.41999999999999,372.80800000000005,2.998900000000001,2,4,6,3,9,2,17,19,2,4,0
COc1cc(cc(c1)Cl)OC(=O)Nc2cccnc2,8.820020572397741,60.45,278.695,3.3545000000000016,1,4,3,2,7,1,11,13,2,3,0
COc1cc(cc2c1OCC[C@@H]2C(=O)Nc3cncc4c3cccc4)Cl,7.991237122619393,60.45,368.82000000000005,4.401600000000003,1,4,3,3,11,1,17,20,2,3,0
COc1cc(cc2c1OCC[C@H]2C(=O)Nc3cncc4c3cccc4)Cl,7.00436480540245,60.45,368.82000000000005,4.401600000000003,1,4,3,3,11,1,17,20,2,3,0
COc1cc(nc(n1)C#N)OC,7.00436480540245,68.03,165.152,0.3654799999999999,0,5,2,1,5,0,7,7,3,2,0
COc1cc2ccccc2c(c1)CN3CCN(CC3)C(=O)CCl,8.790288518283104,32.78,332.831,2.7314000000000007,0,3,4,2,13,1,21,18,2,2,0
COc1ccc(cc1)C(Cc2ccsc2)C(=O)Nc3c4ccccc4[nH]n3,7.00436480540245,67.00999999999999,377.46900000000005,4.598000000000003,2,4,6,4,8,1,19,21,3,2,0
COc1ccc(cc1)N(Cc2cccc(c2)Cl)C(=O)Cn3c4ccccc4nn3,8.247639340241783,60.25,406.87300000000016,4.326700000000003,0,5,6,4,9,1,19,22,4,2,0
COc1ccc(cc1)N(Cc2ccccc2)C(=O)Cc3c[nH]c4c3cccc4,7.00436480540245,45.33,370.45200000000006,4.9524000000000035,1,2,6,4,8,1,22,24,2,2,0
COc1ccc(cc1)N2CCN(CC2)C(=O)c3cc(=O)[nH]c4c3cccc4,7.019106251547674,65.64,363.41700000000003,2.4991000000000003,1,4,3,3,11,2,21,21,3,3,0
COc1ccc(cc1)NC(=O)C(c2cccnc2)N(c3ccc(cc3)C(F)(F)F)C(=O)C=C,7.569484999613351,71.53,455.43600000000015,5.008000000000004,1,4,7,3,14,3,20,24,3,3,3
COc1ccc(cc1CC(=O)Nc2cncc3c2cccc3)Cl,8.870682857486894,51.22,326.783,4.078000000000002,1,3,4,3,7,1,15,18,2,2,0
COc1ccc(cc1N2C(=O)CN(C2=O)Cc3cc(=O)[nH]c4c3cccc4)Cl,7.00436480540245,82.71000000000001,397.818,3.158900000000001,1,4,4,3,11,3,16,20,3,4,0
COc1ccc(cc1OC)C2CC(=NN2C(=O)CCl)c3ccccc3,9.375675186428737,51.13,358.825,3.620300000000003,0,4,5,2,13,2,19,19,2,3,0
COc1ccc(cc1OC)C2CC(=NN2C(=O)CCl)c3cccs3,9.013779168572214,51.13,364.854,3.6818000000000026,0,5,5,2,13,2,17,17,2,3,0
COc1ccc(cc1OCCNC(=O)c2cc(=O)[nH]c3c2cccc3)Cl,9.160042367400976,80.41999999999999,372.808,2.998900000000001,2,4,6,3,9,2,17,19,2,4,0
COc1ccc(cc1S(=O)(=O)Nc2cccc3c2nccc3)N4C(=O)CCS4(=O)=O,7.00436480540245,122.73999999999998,447.4940000000002,2.1106999999999996,1,7,5,3,11,5,17,19,3,6,0
COc1ccc2c(c1)CN(C(C2)c3ccccc3)C(=O)CCl,8.748538819249214,29.54,315.80000000000007,3.5600000000000023,0,2,3,2,11,1,18,18,1,2,0
COc1ccc2c(c1)c([nH]n2)NC(=O)C3CCOc4c3cc(cc4)Cl,7.00436480540245,76.24,357.797,3.729700000000002,2,4,3,3,11,1,16,18,3,3,0
COc1ccc2c(c1)c([nH]n2)NC(=O)Cc3cccc(c3)Cl,7.00436480540245,67.00999999999999,315.76,3.4061000000000012,2,3,4,3,7,1,14,16,3,2,0
COc1ccc2c(c1)c(nn2C(=O)Cc3cccc(c3)Cl)N,7.00436480540245,70.14,315.76,3.1634,1,5,3,3,7,1,14,16,3,2,0
COc1ccc2c(c1)n(nc2N)C(=O)C3CCOc4c3cc(cc4)Cl,7.206977983765476,79.37,357.797,3.487000000000002,1,6,2,3,11,1,16,18,3,3,0
COc1ccc2c(c1)n(nc2N)C(=O)Cc3cccc(c3)Cl,7.00436480540245,70.14,315.76,3.163400000000001,1,5,3,3,7,1,14,16,3,2,0
COc1ccc2c(c1)n(nn2)CC(=O)N(Cc3ccccn3)c4ccc(cc4)C5CCNCC5,7.49228181425357,85.17,456.5500000000002,3.535300000000002,1,7,7,4,15,1,28,26,6,2,0
COc1ccc2c(c1)n[nH]c2NC(=O)C3CCOc4c3cc(cc4)Cl,7.00436480540245,76.24,357.797,3.729700000000002,2,4,3,3,11,1,16,18,3,3,0
COc1ccc2c(c1)n[nH]c2NC(=O)Cc3cccc(c3)Cl,7.283584294375222,67.00999999999999,315.76,3.4061000000000012,2,3,4,3,7,1,14,16,3,2,0
COc1ccc2c(c1)onc2NC(=O)C3CCOc4c3cc(cc4)Cl,7.272355575070836,73.59000000000002,358.78100000000006,3.994600000000003,1,5,3,3,11,1,15,18,2,4,0
COc1ccc2c(c1)onc2NC(=O)Cc3cccc(c3)Cl,7.00436480540245,64.36000000000001,316.744,3.671000000000002,1,4,4,3,7,1,13,16,2,3,0
COc1ccc2cncc(c2c1)NC(=O)C3CCOc4c3cc(cc4)Cl,9.432341865925,60.45,368.82000000000005,4.401600000000003,1,4,3,3,11,1,17,20,2,3,0
COc1ccc2cncc(c2c1)NC(=O)Cc3cccc(c3)Cl,9.25964215484537,51.22,326.783,4.078000000000002,1,3,4,3,7,1,15,18,2,2,0
COc1cccc(c1)C(=O)Nc2nc([nH]n2)SCc3ccc(cc3)Cl,9.698580900036175,79.89999999999999,374.85300000000007,4.011300000000002,2,5,6,3,9,1,15,17,4,2,0
COc1cccc(c1)CCN(c2cccc(c2)Cl)C(=O)c3cc(=O)[nH]c4c3cccc4,7.00436480540245,62.4,432.9070000000002,5.079600000000005,1,3,6,4,9,2,21,25,2,3,0
COc1cccc(c1)CN2CCN(CC2)C(=O)c3cc(=O)[nH]c4c3cccc4,7.00436480540245,65.64,377.444,2.494700000000001,1,4,4,3,12,2,23,22,3,3,0
COc1cccc(c1)N2CCN(CC2)C(=O)c3cc(=O)[nH]c4c3cccc4,7.7055388805105745,65.64,363.41700000000003,2.4991000000000003,1,4,3,3,11,2,21,21,3,3,0
COc1cccc(n1)Oc2cc(cc(c2)Cl)NC(=O)Cc3cncc4c3cccc4,8.998308187336004,73.34,419.8680000000002,5.265300000000003,1,5,6,4,9,1,18,23,3,3,0
COc1cccc2c1c(cc(=O)[nH]2)C(=O)N3CCN(CC3)c4cccc(c4)Cl,8.734114781690977,65.64,397.8620000000001,3.1525000000000016,1,4,3,3,12,2,20,21,3,3,0
COc1cccc2c1c(cc(=O)[nH]2)C(=O)NCCOc3cc(ccc3OC)Cl,9.72118817338359,89.65,402.8340000000002,3.007500000000001,2,5,7,3,11,2,19,20,2,5,0
COc1ccccc1NC2CN(C2)C(=O)c3cc(=O)[nH]c4c3cccc4,7.00436480540245,74.43,349.39000000000004,2.4732000000000003,2,4,4,3,10,2,19,20,3,3,0
COc1ccccc1NCCNC(=O)c2cc(=O)[nH]c3c2cccc3,7.00436480540245,83.22,337.379,2.3786000000000005,3,4,6,3,8,2,19,19,3,3,0
COc1ccccc1OC2CCN(C2)C(=O)c3cc(=O)[nH]c4c3cccc4,7.00436480540245,71.63,364.401,2.8302000000000005,1,4,4,3,11,2,20,21,2,4,0
COc1ccccc1OC2CN(C2)C(=O)c3cc(=O)[nH]c4c3cccc4,7.00436480540245,71.63,350.374,2.4401,1,4,4,3,10,2,18,20,2,4,0
COc1ccccc1OCCC(=O)Nc2cncc3c2cccc3,7.068485730130441,60.45,322.36400000000003,3.6510000000000016,1,4,6,3,8,1,18,19,2,3,0
COc1ccccc1OCCNC(=O)c2cc(=O)[nH]c3c2c(ccc3)F,8.738106895480522,80.41999999999999,356.353,2.4846000000000004,2,4,6,3,9,2,17,19,2,4,1
COc1ccccc1OCCNC(=O)c2cc(=O)[nH]c3c2c(ccc3)OC,8.682607887978275,89.64999999999999,368.38900000000007,2.3541,2,5,7,3,10,2,20,20,2,5,0
COc1ccccc1OCCNC(=O)c2cc(=O)[nH]c3c2cccc3,8.46072374213718,80.41999999999999,338.363,2.3455000000000004,2,4,6,3,8,2,18,19,2,4,0
COc1ccccc1OCCNC(=O)c2cc(=O)cc[nH]2,7.00436480540245,80.41999999999999,288.30299999999994,1.1923,2,4,6,2,8,2,16,15,2,4,0
COc1ccccc1OCCNC(=O)c2cncc3c2cccc3,8.23802115193884,60.45,322.36400000000003,3.052200000000001,1,4,6,3,8,1,18,19,2,3,0
COc1cnc(nc1)C#N,7.00436480540245,58.800000000000004,135.12599999999998,0.3568799999999999,0,4,1,1,3,0,5,6,3,1,0
CS(=O)(=O)N(CCc1ccccc1)CC2CCN(CC2)C(=O)CCl,7.00436480540245,57.690000000000005,372.91800000000023,1.9680999999999995,0,3,7,1,16,3,25,17,2,3,0
CS(=O)(=O)N1CCN(CC1c2ccccc2)C(=O)CCl,8.480357927388074,57.690000000000005,316.81000000000006,1.0702999999999996,0,3,3,1,12,3,17,13,2,3,0
CS(=O)(=O)N1CCc2ccc(cc2C1)CN3CCN(CC3)C(=O)CCl,7.415677575204123,60.93000000000001,385.91700000000026,0.8872999999999998,0,4,4,1,18,3,24,17,3,3,0
CS(=O)(=O)Nc1ccc(cc1C(=O)N2CCC(CC2)C3CCNC3)Cl,7.00436480540245,78.51,385.91700000000014,2.1731999999999996,2,4,4,1,18,3,24,17,3,3,0
CS(=O)(=O)c1ccc(cc1)N2CCNCC2,7.0768801799058245,49.410000000000004,240.32799999999997,0.4997000000000001,1,4,2,1,9,2,16,11,2,2,0
CS(=O)(=O)c1ccc2cncc(c2c1)NC(=O)C3CCOc4c3cc(cc4)Cl,8.790722034717206,85.36,416.8860000000002,3.7965000000000027,1,5,3,3,11,3,17,20,2,4,0
CS(=O)(=O)c1ccccc1C(=O)N2CCC(CC2)C3CCNC3,7.00436480540245,66.48,336.4570000000001,1.5518,1,4,3,1,16,3,24,17,2,3,0
CS(=O)(=O)c1ncc(c(n1)C(=O)Nc2ccccc2Cc3ccccc3)Cl,9.08299826539316,89.02000000000001,401.8750000000001,3.3766000000000025,1,5,5,3,8,3,16,19,3,3,0
CSC1=C(C2(CCCCC2)C(=C(N1)NC(=O)CCl)C#N)C#N,8.817438617342319,88.70999999999998,336.84800000000007,2.72846,2,5,3,0,18,3,17,15,4,1,0
C[C@@H]1COc2ccc(cc2[C@@H]1C(=O)Nc3cncc4c3cccc4)Cl,8.737617902822809,51.22,352.821,4.639000000000003,1,3,2,3,10,1,17,20,2,2,0
C[C@@H]1COc2ccc(cc2[C@H]1C(=O)Nc3cncc4c3cccc4)Cl,7.454366888368392,51.22,352.821,4.639000000000003,1,3,2,3,10,1,17,20,2,2,0
C[C@@H]1C[C@@H](c2cc(ccc2O1)Cl)C(=O)Nc3cncc4c3cccc4,8.57592478743282,51.22,352.821,4.781500000000004,1,3,2,3,10,1,17,20,2,2,0
C[C@@H]1C[C@H](c2cc(ccc2O1)Cl)C(=O)Nc3cncc4c3cccc4,9.280908792436888,51.22,352.821,4.781500000000004,1,3,2,3,10,1,17,20,2,2,0
C[C@@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,7.620219175631922,51.22,352.8210000000001,4.5671000000000035,1,3,2,3,10,1,17,20,2,2,0
C[C@H]1COc2ccc(cc2[C@@H]1C(=O)Nc3cncc4c3cccc4)Cl,9.785582767990666,51.22,352.821,4.639000000000003,1,3,2,3,10,1,17,20,2,2,0
C[C@H]1COc2ccc(cc2[C@H]1C(=O)Nc3cncc4c3cccc4)Cl,7.099252500969047,51.22,352.821,4.639000000000003,1,3,2,3,10,1,17,20,2,2,0
C[C@H]1C[C@@H](c2cc(ccc2O1)Cl)C(=O)Nc3cncc4c3cccc4,7.00436480540245,51.22,352.821,4.781500000000004,1,3,2,3,10,1,17,20,2,2,0
C[C@H]1C[C@H](c2cc(ccc2O1)Cl)C(=O)Nc3cncc4c3cccc4,7.34291284317595,51.22,352.821,4.781500000000004,1,3,2,3,10,1,17,20,2,2,0
C[C@]1(CCOc2c1cc(cc2)Cl)C(=O)Nc3cncc4c3cccc4,10.041953123008296,51.22,352.8210000000001,4.5671000000000035,1,3,2,3,10,1,17,20,2,2,0
C[n+]1c(cc(nc1C#N)OC)OC,7.00436480540245,59.02000000000001,180.18699999999998,-0.2050200000000002,0,4,2,1,6,0,10,8,3,2,0
C[n+]1ccn(c1C#N)CCCc2cccc(c2)Cl,7.00436480540245,32.599999999999994,260.748,2.4704800000000002,0,2,4,2,7,0,15,14,3,0,0
Cc1[nH]nc(n1)c2cccc(c2)CNC(=O)Nc3cccc(c3)CN4CCCC4=O,7.00436480540245,103.00999999999999,404.4740000000003,3.2242200000000016,3,4,6,3,14,2,24,22,6,2,0
Cc1c([nH]c2c1c(ncn2)NC(=O)C3CCN(CC3)c4ccc(cn4)Cl)C,7.00436480540245,86.8,384.87100000000004,3.478240000000002,2,5,3,3,13,1,21,19,6,1,0
Cc1c([nH]c2c1c(ncn2)NC(=O)c3cc4ccccc4c(=O)o3)C,7.00436480540245,100.88000000000001,334.3350000000001,2.933440000000001,2,5,2,4,5,2,14,18,4,3,0
Cc1c(c(n(n1)C(=O)c2cccs2)c3c(nns3)C)C(=O)OC,9.28256257178661,86.97000000000001,348.40900000000016,2.555040000000001,0,9,3,3,8,2,12,14,4,3,0
Cc1c(c(on1)C)CCNC(=O)Nc2cn(c(=O)c3c2cccc3)CC(C)C,7.00436480540245,89.16,382.46400000000017,3.626540000000003,2,5,6,3,12,2,26,21,4,3,0
Cc1c(c2cc(ccc2n1S(=O)(=O)C)N(C(=O)c3ccco3)S(=O)(=O)C)C(=O)OC,9.475508320578276,132.95999999999998,454.4820000000002,1.74342,0,9,5,3,11,6,18,18,2,8,0
Cc1c(c2ccccn2c1C(=O)c3ccc(cc3)F)C(=O)CCl,9.150894662902452,38.55,329.75800000000004,4.039320000000003,0,3,4,3,7,2,13,18,1,2,1
Cc1c(cccc1C(=O)N2CCC(CC2)C3CCNC3)c4ccccn4,7.00436480540245,45.230000000000004,349.47799999999995,3.518720000000002,1,3,3,2,16,1,27,22,3,1,0
Cc1c(cn[nH]1)CC(=O)Nc2cccc(c2)Cl,7.00436480540245,57.78,249.70100000000002,2.5527200000000008,2,2,3,2,6,1,12,12,3,1,0
Cc1c(cn[nH]1)NC(=O)Cc2cccc(c2)Cl,7.00436480540245,57.78,249.701,2.5527200000000008,2,2,3,2,6,1,12,12,3,1,0
Cc1c(cncc1NC(=O)Cc2cccc(c2)C#N)N,7.491860124176105,91.8,266.304,2.0251,2,4,3,2,7,1,14,15,4,1,0
Cc1c(cncc1NC(=O)Cc2cccc(c2)Cl)N,8.086096223038158,68.01,275.73900000000003,2.806820000000001,2,3,3,2,7,1,14,14,3,1,0
Cc1c(n(nn1)NC(=O)Cc2cccc(c2)Cl)C,7.134562498814556,59.81,264.716,1.8611399999999991,1,4,3,2,7,1,13,12,4,1,0
Cc1c2c([nH]nc2NC(=O)Cc3cccc(c3)Cl)n(n1)C,7.00436480540245,75.6,303.75300000000004,2.43942,2,4,3,3,7,1,14,14,5,1,0
Cc1cc([n+](c(n1)C#N)C)C,7.00436480540245,40.56,148.18900000000002,0.39461999999999997,0,2,0,1,4,0,10,8,3,0,0
Cc1cc(c(c(c1C)S(=O)(=O)N2CCN(CC2)C(=O)c3cc(=O)[nH]c4c3cccc4)C)C,8.425893083727681,90.55000000000001,453.56400000000014,2.9084800000000017,1,4,3,3,14,4,27,24,3,4,0
Cc1cc(c(cc1Cl)OC)NC(=O)Nc2cn(c(=O)c3c2cccc3)C,7.00436480540245,72.36,371.8240000000001,4.152920000000002,2,4,3,3,9,2,18,19,3,3,0
Cc1cc(c(cc1Cl)OC)NC(=O)Nc2cn(c(=O)c3c2cccc3)CC(C)C,7.00436480540245,72.36,413.9050000000002,5.271920000000003,2,4,5,3,12,2,24,22,3,3,0
Cc1cc(c(n1CC2COc3ccccc3O2)C)C(=O)CCl,8.381637758301185,40.46,319.788,3.3664400000000025,0,4,4,2,12,1,18,17,1,3,0
Cc1cc(c2c(c1)c(c([nH]2)C)C)CNC(=O)c3ccc(cc3)CNC(=O)C=C,7.00436480540245,73.99000000000001,375.47200000000015,3.8253600000000016,3,2,6,3,11,3,25,23,3,2,0
Cc1cc(cc(c1)Cl)CC2CCN(CC2)C(=O)CCl,8.908141958935005,20.310000000000002,300.2289999999999,3.6683200000000022,0,1,3,1,13,1,19,15,1,1,0
Cc1cc(cc(c1C)S(=O)(=O)N(C)C)C(=O)N2CCC(CC2)C3CCNC3,7.00436480540245,69.72,393.5530000000003,2.01544,1,4,4,1,20,3,31,20,3,3,0
Cc1cc(cc(c1OC(F)F)C)C(=O)N2CCC(CC2)C3CCNC3,7.00436480540245,41.57,352.4250000000001,3.3665400000000014,1,3,4,1,20,1,26,19,2,2,2
Cc1cc(cc2c1N(C(=O)C2=O)CCBr)Br,7.77694683105665,37.38,347.006,2.681720000000001,0,2,2,1,9,2,9,11,1,2,0
Cc1cc(cc2c1N(C(=O)C2=O)Cc3ccc(c(c3)OC)OC)Br,8.90988419256001,55.84,390.23300000000006,3.504220000000002,0,4,4,2,12,2,16,18,1,4,0
Cc1cc(cnc1)C(C(=O)NCCc2cccc(c2)F)N(c3ccc(cc3)C(C)(C)C)C(=O)C=C,7.00436480540245,62.300000000000004,473.59200000000027,5.445820000000005,1,3,8,3,16,3,32,29,3,2,1
Cc1cc(cnc1)C(C(=O)NCCc2cccc(c2)F)N(c3ccc(cc3)C(F)(F)F)C(=O)C=C,8.112351082574762,62.300000000000004,485.48100000000017,5.167120000000004,1,3,8,3,16,3,23,26,3,2,4
Cc1cc(nc(c1C#N)Sc2c3c(ncn2)n(nn3)Cc4ccccc4)C,9.592770109187532,93.17,373.4450000000001,3.3043200000000015,0,8,4,4,7,0,15,19,7,0,0
Cc1cc(nc(n1)C#N)C,7.00436480540245,49.57,133.15400000000002,0.96512,0,3,0,1,3,0,7,7,3,0,0
Cc1cc(nc(n1)NC2CCN(CC2)C(=O)CCl)C,7.710547365521834,58.120000000000005,282.775,1.73514,1,4,3,1,13,1,19,13,4,1,0
Cc1cc(nc2c1c([nH]n2)NC(=O)C3CCOc4c3cc(cc4)Cl)C(F)(F)F,7.008381381616053,79.9,410.783,4.443320000000002,2,4,2,3,14,1,14,18,4,2,3
